procedure	provider	city	region	district	price_inr	rating	phone
Chest X-Ray	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	476	4.9	+91-7320629212
Dengue Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	583	4.9	+91-7320629212
ECG	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	469	4.9	+91-7320629212
HbA1c Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	412	4.9	+91-7320629212
Kidney Function Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	699	4.9	+91-7320629212
Lipid Profile	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	636	4.9	+91-7320629212
Liver Function Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	677	4.9	+91-7320629212
MRI Brain	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	5140	4.9	+91-7320629212
MRI Spine	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	6983	4.9	+91-7320629212
Mammography	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	1744	4.9	+91-7320629212
Thyroid Profile	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	513	4.9	+91-7320629212
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	1632	4.9	+91-7320629212
Urine Routine Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	185	4.9	+91-7320629212
Vitamin D Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	1029	4.9	+91-7320629212
2D Echo	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	2036	4.4	+91-7792698139
Blood Sugar Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	221	4.4	+91-7792698139
CBC Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	410	4.4	+91-7792698139
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	829	4.4	+91-7792698139
CT Scan Brain	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	4164	4.4	+91-7792698139
CT Scan Chest	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	4534	4.4	+91-7792698139
Chest X-Ray	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	520	4.4	+91-7792698139
Dengue Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	623	4.4	+91-7792698139
ECG	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	424	4.4	+91-7792698139
HbA1c Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	438	4.4	+91-7792698139
Kidney Function Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	736	4.4	+91-7792698139
Lipid Profile	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	636	4.4	+91-7792698139
Liver Function Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	664	4.4	+91-7792698139
MRI Brain	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	4958	4.4	+91-7792698139
MRI Spine	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	5670	4.4	+91-7792698139
Mammography	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	2072	4.4	+91-7792698139
Thyroid Profile	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	645	4.4	+91-7792698139
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	1847	4.4	+91-7792698139
Urine Routine Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	231	4.4	+91-7792698139
Vitamin D Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sangareddy	1165	4.4	+91-7792698139
2D Echo	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	2354	4.1	+91-9190881347
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	226	4.1	+91-9190881347
CBC Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	385	4.1	+91-9190881347
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	830	4.1	+91-9190881347
CT Scan Brain	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	4158	4.1	+91-9190881347
CT Scan Chest	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	5201	4.1	+91-9190881347
Chest X-Ray	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	568	4.1	+91-9190881347
Dengue Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	658	4.1	+91-9190881347
ECG	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	471	4.1	+91-9190881347
HbA1c Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	424	4.1	+91-9190881347
Kidney Function Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	619	4.1	+91-9190881347
Lipid Profile	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	594	4.1	+91-9190881347
Liver Function Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	726	4.1	+91-9190881347
MRI Brain	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	6131	4.1	+91-9190881347
MRI Spine	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	6569	4.1	+91-9190881347
Mammography	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	2123	4.1	+91-9190881347
Thyroid Profile	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	546	4.1	+91-9190881347
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1590	4.1	+91-9190881347
Urine Routine Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	225	4.1	+91-9190881347
Vitamin D Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sangareddy	905	4.1	+91-9190881347
2D Echo	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	2173	4.7	+91-9693212229
Blood Sugar Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	218	4.7	+91-9693212229
CBC Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	414	4.7	+91-9693212229
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	828	4.7	+91-9693212229
CT Scan Brain	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	4085	4.7	+91-9693212229
CT Scan Chest	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	4065	4.7	+91-9693212229
Chest X-Ray	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	587	4.7	+91-9693212229
Dengue Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	559	4.7	+91-9693212229
ECG	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	464	4.7	+91-9693212229
HbA1c Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	494	4.7	+91-9693212229
Kidney Function Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	730	4.7	+91-9693212229
Lipid Profile	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	621	4.7	+91-9693212229
Liver Function Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	779	4.7	+91-9693212229
MRI Brain	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	5155	4.7	+91-9693212229
MRI Spine	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	5821	4.7	+91-9693212229
Mammography	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	2093	4.7	+91-9693212229
Thyroid Profile	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	640	4.7	+91-9693212229
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	1539	4.7	+91-9693212229
Urine Routine Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	220	4.7	+91-9693212229
Vitamin D Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sangareddy	1044	4.7	+91-9693212229
2D Echo	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	2209	3.9	+91-8230792851
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	202	3.9	+91-8230792851
CBC Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	331	3.9	+91-8230792851
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	759	3.9	+91-8230792851
CT Scan Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	3853	3.9	+91-8230792851
CT Scan Chest	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	3900	3.9	+91-8230792851
Chest X-Ray	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	462	3.9	+91-8230792851
Dengue Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	675	3.9	+91-8230792851
ECG	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	428	3.9	+91-8230792851
HbA1c Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	523	3.9	+91-8230792851
Kidney Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	671	3.9	+91-8230792851
Lipid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	757	3.9	+91-8230792851
Liver Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	854	3.9	+91-8230792851
MRI Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	5711	3.9	+91-8230792851
MRI Spine	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	6105	3.9	+91-8230792851
Mammography	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	2061	3.9	+91-8230792851
Thyroid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	621	3.9	+91-8230792851
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	1749	3.9	+91-8230792851
Urine Routine Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	194	3.9	+91-8230792851
Vitamin D Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sangareddy	1039	3.9	+91-8230792851
2D Echo	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1991	3.8	+91-8704775482
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	179	3.8	+91-8704775482
CBC Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	407	3.8	+91-8704775482
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	690	3.8	+91-8704775482
CT Scan Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	3604	3.8	+91-8704775482
CT Scan Chest	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	5061	3.8	+91-8704775482
Chest X-Ray	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	581	3.8	+91-8704775482
Dengue Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	744	3.8	+91-8704775482
ECG	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	448	3.8	+91-8704775482
HbA1c Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	497	3.8	+91-8704775482
Kidney Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	679	3.8	+91-8704775482
Lipid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	716	3.8	+91-8704775482
Liver Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	773	3.8	+91-8704775482
MRI Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	5573	3.8	+91-8704775482
MRI Spine	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	6411	3.8	+91-8704775482
Mammography	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1855	3.8	+91-8704775482
Thyroid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	522	3.8	+91-8704775482
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1695	3.8	+91-8704775482
Urine Routine Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	198	3.8	+91-8704775482
Vitamin D Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sangareddy	951	3.8	+91-8704775482
2D Echo	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2620	3.0	+91-7055119982
Blood Sugar Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	205	3.0	+91-7055119982
CBC Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	387	3.0	+91-7055119982
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	913	3.0	+91-7055119982
CT Scan Brain	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4088	3.0	+91-7055119982
CT Scan Chest	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4218	3.0	+91-7055119982
Chest X-Ray	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	511	3.0	+91-7055119982
Dengue Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	733	3.0	+91-7055119982
ECG	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	509	3.0	+91-7055119982
HbA1c Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	464	3.0	+91-7055119982
Kidney Function Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	680	3.0	+91-7055119982
Lipid Profile	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	741	3.0	+91-7055119982
Liver Function Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	832	3.0	+91-7055119982
MRI Brain	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4986	3.0	+91-7055119982
MRI Spine	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	6046	3.0	+91-7055119982
Mammography	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1718	3.0	+91-7055119982
Thyroid Profile	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	627	3.0	+91-7055119982
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1605	3.0	+91-7055119982
Urine Routine Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	225	3.0	+91-7055119982
Vitamin D Test	Apollo Care Center	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1152	3.0	+91-7055119982
2D Echo	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2381	4.7	+91-7036054835
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	191	4.7	+91-7036054835
CBC Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	358	4.7	+91-7036054835
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	864	4.7	+91-7036054835
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	3657	4.7	+91-7036054835
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4614	4.7	+91-7036054835
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	569	4.7	+91-7036054835
Dengue Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	583	4.7	+91-7036054835
ECG	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	400	4.7	+91-7036054835
HbA1c Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	420	4.7	+91-7036054835
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	692	4.7	+91-7036054835
Lipid Profile	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	762	4.7	+91-7036054835
Liver Function Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	863	4.7	+91-7036054835
MRI Brain	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	5423	4.7	+91-7036054835
MRI Spine	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	6480	4.7	+91-7036054835
Mammography	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1870	4.7	+91-7036054835
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	604	4.7	+91-7036054835
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1453	4.7	+91-7036054835
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	223	4.7	+91-7036054835
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	893	4.7	+91-7036054835
2D Echo	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2082	4.7	+91-8859774742
Blood Sugar Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	197	4.7	+91-8859774742
CBC Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	321	4.7	+91-8859774742
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	900	4.7	+91-8859774742
CT Scan Brain	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4200	4.7	+91-8859774742
CT Scan Chest	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4356	4.7	+91-8859774742
Chest X-Ray	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	532	4.7	+91-8859774742
Dengue Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	622	4.7	+91-8859774742
ECG	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	420	4.7	+91-8859774742
HbA1c Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	434	4.7	+91-8859774742
Kidney Function Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	621	4.7	+91-8859774742
Lipid Profile	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	742	4.7	+91-8859774742
Liver Function Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	835	4.7	+91-8859774742
MRI Brain	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	5632	4.7	+91-8859774742
MRI Spine	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	6656	4.7	+91-8859774742
Mammography	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2105	4.7	+91-8859774742
Thyroid Profile	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	603	4.7	+91-8859774742
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1520	4.7	+91-8859774742
Urine Routine Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	183	4.7	+91-8859774742
Vitamin D Test	CityCare Hospital	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1075	4.7	+91-8859774742
2D Echo	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2503	3.4	+91-8502240737
Blood Sugar Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	182	3.4	+91-8502240737
CBC Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	405	3.4	+91-8502240737
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	923	3.4	+91-8502240737
CT Scan Brain	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4136	3.4	+91-8502240737
CT Scan Chest	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	3959	3.4	+91-8502240737
Chest X-Ray	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	458	3.4	+91-8502240737
Dengue Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	617	3.4	+91-8502240737
ECG	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	500	3.4	+91-8502240737
HbA1c Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	433	3.4	+91-8502240737
Kidney Function Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	626	3.4	+91-8502240737
Lipid Profile	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	583	3.4	+91-8502240737
Liver Function Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	771	3.4	+91-8502240737
MRI Brain	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	5545	3.4	+91-8502240737
MRI Spine	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	6831	3.4	+91-8502240737
Mammography	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1820	3.4	+91-8502240737
Thyroid Profile	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	637	3.4	+91-8502240737
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	1762	3.4	+91-8502240737
Urine Routine Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	213	3.4	+91-8502240737
Vitamin D Test	HealthPlus Labs	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	882	3.4	+91-8502240737
2D Echo	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	2178	3.5	+91-8395114121
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	185	3.5	+91-8395114121
CBC Test	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	388	3.5	+91-8395114121
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	848	3.5	+91-8395114121
CT Scan Brain	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	3542	3.5	+91-8395114121
CT Scan Chest	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	4496	3.5	+91-8395114121
Chest X-Ray	MediCare Diagnostics	Hyderabad	Yadadri Bhuvanagiri District	Bibinagar	572	3.5	+91-8395114121
